75	anxiety:1 angry:3 hope:1
76	sorrow:1 angry:1 hope:2 neutral:1 shame:1
77	pleasure:3 hope:1 neutral:1
78	sorrow:1 anxiety:2 hope:1 hate:2
79	pleasure:2 hope:1 shame:1 fear:1
80	pleasure:3 hope:3
81	pleasure:2 surprise:1 hate:2
82	sorrow:1 hope:1 neutral:1 hate:2
83	love:1 pleasure:3 hope:1
84	love:1 pleasure:2 neutral:1
85	anxiety:1 angry:2 hope:1 shame:1
86	anxiety:2 hope:1 hate:2
87	angry:3 hope:1 neutral:1
88	pleasure:2 hope:2 hate:1
89	surprise:2 regret:1 hope:2
90	hope:1 hate:4
91	pleasure:3 anxiety:1 shame:1
92	pleasure:3 neutral:1
93	angry:2 hope:1 shame:1 hate:1
94	pleasure:1 sorrow:1 neutral:1 hate:2
95	anxiety:1 hope:2 neutral:1
96	love:1 pleasure:2 sorrow:1 hope:1
97	angry:4 hope:1
98	love:1 pleasure:1 hope:2
99	love:1 pleasure:3 hope:1
100	sorrow:2 angry:1 hate:2
101	angry:2 hope:1 hate:2
102	sorrow:1 angry:1 neutral:1 hate:2
103	pleasure:1 angry:1 anxiety:1 hope:3 neutral:1
104	surprise:1 sorrow:1 angry:1 hate:2
105	angry:5
106	pleasure:1 anxiety:1 hope:1 hate:2
107	love:1 hope:1 hate:3
108	pleasure:4
109	anxiety:1 angry:2 regret:1 hate:1
110	pleasure:1 angry:1 hate:3
111	love:1 pleasure:2 fear:1
112	hope:1 neutral:1 hate:3
113	neutral:1 hate:4
114	angry:5
115	pleasure:1 angry:2 neutral:2
116	surprise:1 pleasure:4 hope:1
117	love:1 pleasure:1 anxiety:1 hope:2
118	love:1 angry:1 hope:2 neutral:1
119	love:2 hope:3
120	pleasure:1 angry:2 neutral:1
121	pleasure:1 hope:4
122	pleasure:2 angry:3
123	pleasure:1 angry:2 hate:1
124	pleasure:3 anxiety:1 hope:1
125	love:1 hope:3 fear:1
126	love:1 pleasure:1 angry:2
127	love:2 hope:3
128	neutral:1 hate:3
129	angry:1 anxiety:1 hate:3
130	angry:1 regret:1 fear:1 hate:2
131	pleasure:1 angry:4
132	hope:1 neutral:1 hate:3
133	pleasure:2 sorrow:1 anxiety:1 fear:1
134	sorrow:1 anxiety:1 regret:1 hope:3
135	pleasure:2 hope:3
136	angry:1 anxiety:1 shame:1 hate:2
137	anxiety:1 hope:1 hate:2
138	pleasure:1 shame:1 hate:2
139	pleasure:1 hope:4
140	pleasure:1 sorrow:1 hate:3
141	surprise:1 pleasure:4 hope:2
142	pleasure:1 hope:2 neutral:1 fear:1
143	sorrow:1 anxiety:1 hope:1 hate:2
144	pleasure:1 angry:3 hate:1
145	pleasure:2 angry:1 anxiety:1 neutral:1
146	love:1 pleasure:4 hope:2
147	sorrow:1 angry:2 hope:1 hate:1
148	surprise:1 sorrow:1 angry:2 hate:2
149	neutral:1 hate:3
150	angry:4 hate:3
151	surprise:1 pleasure:2 fear:1
152	hope:1 neutral:1 hate:2
153	neutral:2 hate:3
154	pleasure:1 angry:2 neutral:1
155	neutral:1 fear:1 hate:2
156	pleasure:2 hope:1 hate:2
157	sorrow:1 hope:1 hate:2
158	hope:4 hate:1
159	sorrow:1 hope:1 hate:3
160	anxiety:2 hope:2
161	anxiety:1 neutral:1 hate:3
162	sorrow:1 hope:1 hate:2
163	hope:2 fear:1 hate:2
164	love:1 pleasure:3 hope:1
165	sorrow:1 hope:2 shame:1 hate:1
166	angry:2 shame:1 hate:2
167	angry:1 anxiety:1 hate:3
168	surprise:1 anxiety:1 hope:3
169	sorrow:1 hope:1 hate:4
170	angry:1 regret:3 shame:2 hate:2
171	pleasure:3 hope:2
172	pleasure:2 anxiety:1 fear:1
173	sorrow:5 anxiety:1 fear:1 hate:2
174	sorrow:1 hope:1 hate:3
175	hope:5
176	pleasure:4 hope:2
177	love:1 pleasure:3 neutral:1
178	pleasure:1 angry:3
179	hope:3 fear:1
180	pleasure:2 angry:1 hope:2
181	pleasure:1 hope:3
182	pleasure:1 anxiety:1 hope:3
183	anxiety:1 angry:2 fear:1
184	surprise:1 sorrow:1 angry:1 hate:2
185	hope:4 fear:1
186	pleasure:1 sorrow:2 angry:2
187	angry:1 hope:2 neutral:2
188	angry:5
189	surprise:2 pleasure:2 hope:1
190	angry:3 neutral:1 fear:1
191	angry:3 hate:2
192	love:3 pleasure:2
193	sorrow:1 anxiety:1 hope:1 hate:2
194	angry:4 hate:1
195	angry:3 hate:2
196	pleasure:4
197	angry:2 hope:1 neutral:1 hate:1
198	angry:3 hope:1 neutral:1
199	anxiety:1 hope:1 hate:2
200	anxiety:1 fear:1 hate:3
201	angry:1 fear:1 hate:3
202	sorrow:1 hope:1 neutral:1 hate:3
203	love:1 anxiety:2 hope:1 fear:1 hate:2
204	pleasure:1 hope:4
205	surprise:1 pleasure:3 fear:1
206	love:1 pleasure:4
207	love:1 pleasure:2 angry:1 hope:1
208	pleasure:2 anxiety:1 fear:1 hate:1
209	sorrow:2 angry:3
210	anxiety:1 hope:1 fear:1 hate:2
211	hope:5
212	love:2 pleasure:2 angry:1
213	sorrow:1 anxiety:1 hate:2
214	pleasure:3 fear:1 hate:1
215	angry:3 hope:1 hate:1
216	hope:5
217	surprise:2 sorrow:1 anxiety:1 hate:2
218	pleasure:1 hope:1 neutral:1 hate:2
219	love:1 hope:5
220	pleasure:2 sorrow:1 hope:1 neutral:1
221	angry:4 hate:4
222	pleasure:1 surprise:1 hope:2
223	surprise:1 hope:1 hate:3
224	sorrow:1 fear:1 hate:2
225	anxiety:1 angry:2 neutral:1
226	sorrow:1 hope:1 regret:1 hate:2
227	pleasure:3 hope:1 neutral:1
228	anxiety:1 hope:3 neutral:1
229	hope:5
230	anxiety:1 angry:2 hope:1 neutral:1
231	sorrow:2 hope:1 hate:2
232	pleasure:3 hate:1
233	pleasure:4 hope:1
234	love:1 angry:2 neutral:1
235	pleasure:4 angry:1
236	pleasure:4 hope:1
237	anxiety:1 angry:3 hate:2
238	surprise:1 hope:1 neutral:1 hate:2
239	sorrow:1 anxiety:1 hope:1 hate:2
240	anxiety:2 hope:1 hate:2
241	anxiety:1 shame:1 fear:1 hate:2
242	pleasure:3 hate:1
243	pleasure:1 anxiety:1 hope:3
244	pleasure:1 regret:1 hate:3
245	sorrow:1 angry:3 neutral:1
246	surprise:2 pleasure:2 hope:1
247	pleasure:3 anxiety:1
248	angry:4 fear:1
249	pleasure:5
250	sorrow:1 anxiety:1 angry:2 fear:1
251	sorrow:1 hope:1 shame:1 hate:2
252	pleasure:2 sorrow:1 hate:1
253	surprise:1 pleasure:2 anxiety:1 hope:1
254	pleasure:1 hope:3
255	love:1 pleasure:2 hope:1
256	hope:1 hate:3
257	pleasure:4 hope:1
258	hope:3 neutral:1
259	pleasure:4 neutral:1
260	sorrow:1 hope:1 hate:3
261	love:1 hope:4
262	angry:4 hate:1
263	pleasure:3 hope:2
264	pleasure:1 sorrow:1 hate:3
265	angry:1 anxiety:2 hate:2
266	pleasure:4 hope:1
267	pleasure:1 angry:2 hate:2
268	pleasure:1 hope:5
269	angry:4
270	pleasure:3 hope:2
271	angry:2 anxiety:1 fear:1 hate:2
272	pleasure:3 neutral:1
273	pleasure:2 hope:4
274	sorrow:1 angry:3 hate:1
275	pleasure:3 neutral:1
276	pleasure:2 hope:3
277	angry:5
278	pleasure:1 hope:4
279	hope:1 regret:1 shame:1 hate:2
280	sorrow:2 hope:1 hate:2
281	surprise:1 sorrow:1 angry:2 hope:1
282	pleasure:3 hope:2
283	pleasure:1 sorrow:1 shame:1 hate:2
284	sorrow:1 angry:3 fear:1
285	sorrow:1 anxiety:1 hate:4
286	neutral:2 hate:2
287	love:1 pleasure:4
288	love:1 hope:3 shame:1
289	pleasure:3 hope:2
290	pleasure:1 anxiety:1 hate:3
291	pleasure:2 sorrow:1 anxiety:1 hope:1 fear:1
292	surprise:1 sorrow:1 angry:3
293	angry:1 anxiety:2 hate:2
294	pleasure:1 sorrow:1 anxiety:1 hate:2
295	sorrow:1 angry:4
296	anxiety:2 angry:3 fear:1
297	pleasure:1 sorrow:1 hate:3
298	pleasure:4
299	pleasure:1 angry:4
300	angry:4 hate:1
301	pleasure:1 sorrow:1 hate:2
302	hope:1 hate:4
303	pleasure:2 hope:3
304	pleasure:4 hope:1
305	pleasure:4 hope:1
306	sorrow:1 angry:1 hate:3
307	hope:3 neutral:1 shame:1
308	pleasure:1 surprise:1 anxiety:2 angry:2
309	pleasure:2 hope:3
310	pleasure:1 surprise:1 hope:3
311	anxiety:1 hope:3 neutral:1
312	hope:3 neutral:1 shame:1
313	pleasure:1 anxiety:1 hope:3 neutral:1
314	surprise:2 pleasure:3 hope:1
315	pleasure:1 sorrow:1 angry:1 hope:2
316	surprise:1 pleasure:3 neutral:1
317	angry:2 hate:3
318	pleasure:1 sorrow:1 hate:3
319	love:1 pleasure:2 hope:2
320	pleasure:3 hope:2
321	love:1 pleasure:3 hope:1
322	pleasure:1 sorrow:2 hate:2
323	love:1 surprise:1 neutral:1 hate:2
324	pleasure:2 hope:3
325	pleasure:2 sorrow:1 hate:2
326	love:2 pleasure:1 hope:2
327	pleasure:3 anxiety:1 hope:1
328	pleasure:1 hope:2 neutral:1
329	pleasure:1 angry:1 hope:1 hate:2
330	neutral:1 hate:3
331	pleasure:1 hope:5
332	surprise:1 angry:1 hate:3
333	anxiety:1 hope:2 hate:2
334	pleasure:1 hope:3
335	surprise:1 anxiety:1 hate:2
336	surprise:2 hope:1 hate:2
337	love:1 pleasure:2 sorrow:1
338	pleasure:4 hope:1
339	pleasure:3 hope:1 neutral:1
340	hope:3 neutral:1
341	pleasure:1 hope:4
342	angry:2 neutral:1 hate:1
343	sorrow:1 anxiety:1 hope:3 fear:1
344	pleasure:4 hope:1
345	anxiety:1 neutral:1 hate:2
346	pleasure:3 hope:1
347	pleasure:1 hope:4
348	anxiety:1 hate:4
349	surprise:1 hope:2 hate:2
350	anxiety:2 hope:2
351	pleasure:3 angry:1 anxiety:1
352	anxiety:1 angry:3 hate:1
353	pleasure:1 angry:2 hope:1 fear:1
354	surprise:1 anxiety:1 hope:1 hate:2
355	angry:3 hate:2
356	sorrow:1 anxiety:1 hope:1 neutral:1 hate:2
357	pleasure:1 hope:2 neutral:2
358	pleasure:1 hope:2 neutral:1 fear:1
359	hope:1 shame:1 hate:2
360	love:1 pleasure:4
361	sorrow:1 hope:1 fear:1 hate:2
362	pleasure:4 hope:1
363	hope:1 neutral:1 hate:3
364	surprise:1 angry:2 hate:1
365	angry:2 hope:1 neutral:1 hate:1
366	pleasure:4 hope:1
367	surprise:2 pleasure:2 hope:1 hate:2
368	sorrow:1 hope:1 shame:1 hate:3
369	sorrow:1 hope:1 regret:1 hate:2
370	anxiety:1 angry:2 hope:1 neutral:1
371	hope:5
372	pleasure:4 hope:1
373	angry:1 hope:1 hate:2
374	pleasure:4 hope:1
375	hope:3 neutral:1
376	surprise:1 angry:1 neutral:1 hate:2
377	pleasure:1 sorrow:1 anxiety:1 hate:2
378	pleasure:2 angry:1 hope:2
379	pleasure:2 hope:3
380	pleasure:3 neutral:1
381	pleasure:5
382	pleasure:1 hope:2 neutral:1
383	pleasure:3 neutral:1
384	sorrow:1 hope:1 neutral:2 hate:2
385	pleasure:3 hope:2
386	angry:3 neutral:1 hate:1
387	angry:1 hope:3 neutral:1
388	angry:1 hope:1 fear:1 hate:2
389	angry:2 fear:1 hate:3
390	hope:2 fear:2 hate:2
391	pleasure:1 surprise:1 hope:2 neutral:1
392	pleasure:2 hope:2
393	sorrow:1 angry:4
394	angry:2 hate:3
395	sorrow:1 regret:1 hate:3
396	surprise:1 pleasure:3 hope:1
397	shame:1 hate:3
398	love:1 pleasure:1 angry:1 hate:2
399	pleasure:1 sorrow:1 neutral:1 hate:2
400	angry:1 hate:4
401	pleasure:3 neutral:2
402	angry:1 anxiety:1 neutral:1 hate:2
403	angry:5
404	pleasure:1 surprise:2 hate:3
405	pleasure:2 hope:2 neutral:1
406	surprise:1 anxiety:1 angry:2 hope:2
407	pleasure:1 fear:1 hate:2
408	sorrow:1 hope:1 neutral:1 hate:2
409	pleasure:3 hope:2
410	pleasure:2 hope:2 neutral:1
411	pleasure:4 shame:1
412	pleasure:2 surprise:1 hate:2
413	pleasure:2 neutral:1 fear:1
414	anxiety:1 angry:2 hope:1 neutral:1 shame:1
415	pleasure:1 hope:4
416	pleasure:3 hope:1 neutral:1
417	sorrow:1 anxiety:1 angry:2 hope:1
418	angry:1 hope:1 hate:3
419	pleasure:3 angry:1
420	angry:4 hope:1
421	sorrow:1 angry:2 neutral:1 hate:1
422	pleasure:1 hope:4
423	pleasure:1 sorrow:1 neutral:1 hate:2
424	pleasure:4 angry:1 neutral:1
425	pleasure:1 surprise:1 neutral:1 hate:2
426	love:1 hope:3 hate:1
427	pleasure:4 neutral:1
428	pleasure:2 hope:2 neutral:1
429	surprise:1 hope:3 hate:1
430	hope:5
431	sorrow:1 hope:1 regret:1 hate:2
432	pleasure:3 neutral:1
433	angry:1 anxiety:1 fear:1 hate:2
434	hope:1 regret:1 shame:1 fear:1 hate:2
435	anxiety:1 hope:2 hate:2
436	sorrow:1 anxiety:2 hope:1 hate:2
437	anxiety:2 hope:1 fear:1 hate:2
438	pleasure:4 angry:1
439	hope:1 neutral:2 hate:2
440	pleasure:4 hope:1
441	love:1 anxiety:1 hate:2
442	pleasure:1 surprise:2 anxiety:1 hate:2
443	pleasure:3 shame:1
444	anxiety:1 hope:3 neutral:1
445	surprise:2 pleasure:3 hope:1
446	love:1 pleasure:1 hate:3
447	pleasure:3 hope:1 neutral:1
448	pleasure:1 sorrow:1 regret:1 hate:2
449	pleasure:1 angry:1 hate:2
450	pleasure:1 angry:1 hope:1 hate:2
451	angry:5
452	angry:1 hate:4
453	pleasure:1 neutral:1 hate:3
454	anxiety:1 angry:3 hope:1
455	pleasure:2 hope:1 neutral:1
456	love:1 pleasure:4
457	pleasure:2 hope:1 hate:2
458	hope:1 hate:4
459	pleasure:1 hope:2 neutral:1 hate:1
460	pleasure:2 neutral:1 hate:1
461	angry:2 hate:2
462	angry:2 hate:3
463	pleasure:1 anxiety:2 fear:1 hate:2
464	pleasure:1 hope:4
465	pleasure:4 sorrow:1
466	love:1 pleasure:1 hope:3
467	anxiety:1 hate:3
468	sorrow:2 angry:1 hate:2
469	pleasure:1 fear:2 hate:2
470	pleasure:5
471	angry:3 hate:2
472	love:1 pleasure:3 hate:1
473	angry:1 hope:1 hate:3
474	pleasure:1 sorrow:1 angry:2 hate:1
475	surprise:1 hope:1 hate:2
476	anxiety:2 hate:2
477	sorrow:2 hope:1 hate:2
478	pleasure:5
479	pleasure:1 angry:2 hate:2
480	pleasure:1 hope:4
481	pleasure:1 neutral:1 hate:2
482	pleasure:3 hope:2
483	surprise:1 angry:3 fear:1
484	pleasure:3 hope:2 neutral:1
485	angry:5
486	sorrow:1 angry:1 hate:3
487	pleasure:2 hate:2
488	love:1 pleasure:2 hope:1 fear:1
489	angry:4 hate:1
490	pleasure:3 angry:1 fear:1
491	angry:4 hope:1 hate:1
492	pleasure:1 surprise:1 hope:3
493	pleasure:3 sorrow:1 neutral:1
494	sorrow:1 hope:1 regret:1 hate:2
495	hope:2 neutral:1 fear:1
496	pleasure:2 hope:3
497	anxiety:1 shame:1 hate:2
498	pleasure:1 shame:1 hate:2
499	angry:3 hate:1
500	sorrow:1 anxiety:1 hope:3 hate:1
501	pleasure:4 angry:1 hope:1
502	sorrow:1 anxiety:2 hope:1 hate:2
503	anxiety:1 angry:2 hope:2
504	angry:1 anxiety:1 neutral:1 hate:2
505	love:1 regret:1 hate:3
506	pleasure:2 neutral:1 fear:1
507	love:2 pleasure:3
508	love:1 pleasure:2 shame:1
509	angry:2 hope:1 hate:2
510	love:2 pleasure:2 surprise:1 hope:2
511	pleasure:4 hope:1
512	surprise:1 pleasure:2 hope:2
513	angry:1 hope:3 hate:1
514	hope:1 hate:4
515	pleasure:4 hope:2 shame:1
516	angry:1 anxiety:1 hate:3
517	angry:1 anxiety:1 hate:2
518	surprise:2 pleasure:3
519	love:1 sorrow:1 angry:2
520	love:1 pleasure:1 hope:2 hate:1
521	pleasure:2 hope:1 neutral:1
522	pleasure:4 hope:1
523	hope:1 neutral:1 hate:3
524	angry:5 hate:1
525	surprise:1 pleasure:3 hope:1
526	sorrow:1 anxiety:2 hope:1 fear:1 hate:2
527	angry:4
528	hope:1 fear:2 hate:2
529	pleasure:1 surprise:1 hope:1 hate:3
530	sorrow:1 hope:3 fear:1
531	sorrow:1 regret:1 fear:1 hate:2
532	angry:3 neutral:1 hate:1
533	pleasure:3 hope:2
534	sorrow:2 angry:1 anxiety:1 hope:2
535	pleasure:1 angry:2 hope:1 regret:1 hate:1
536	pleasure:5
537	pleasure:3 hope:1 neutral:1
538	pleasure:3 angry:1 hope:1
539	angry:2 hope:2 hate:1
540	pleasure:3 neutral:1
541	surprise:1 anxiety:1 angry:2
542	angry:2 anxiety:1 hope:2
543	sorrow:1 angry:4
544	pleasure:3 sorrow:1 hope:1 regret:1
545	love:2 hope:3
546	hope:5
547	angry:2 hope:1 regret:1 hate:1
548	hope:5
549	love:1 anxiety:1 hope:1 hate:2
550	shame:1 hate:3
551	pleasure:1 neutral:1 hate:2
552	fear:1 hate:3
553	pleasure:2 hope:2 neutral:1
554	pleasure:5
555	angry:3 hate:2
556	pleasure:2 hope:3
557	pleasure:3 hope:2
558	pleasure:2 hope:3
559	pleasure:1 anxiety:1 fear:1 hate:2
560	angry:2 fear:1 hate:2
561	sorrow:1 hate:3
562	anxiety:1 angry:4
563	love:1 pleasure:4
564	sorrow:1 angry:4
565	surprise:1 pleasure:4 hope:1
566	anxiety:1 neutral:1 hate:2
567	anxiety:2 hope:3
568	pleasure:3 hope:1
569	sorrow:1 anxiety:1 hope:3
570	angry:1 hope:1 fear:1 hate:2
571	surprise:1 pleasure:2 anxiety:2
572	angry:3 neutral:2
573	pleasure:4 fear:1
574	hope:1 neutral:1 shame:1 hate:2
575	pleasure:3 angry:1 hope:1
576	angry:1 hate:4
577	surprise:1 sorrow:1 anxiety:1 angry:2 hate:1
578	pleasure:1 sorrow:1 hope:1 hate:2
579	sorrow:1 anxiety:1 hope:1 hate:3
580	surprise:1 pleasure:2 angry:1 neutral:1
581	pleasure:1 angry:1 anxiety:1 hope:1 hate:2
582	pleasure:1 anxiety:2 hope:3
583	sorrow:1 regret:1 shame:1 fear:1 hate:2
584	pleasure:4 anxiety:1
585	anxiety:1 fear:1 hate:2
586	pleasure:2 hope:3
587	surprise:1 hope:1 fear:1 hate:2
588	pleasure:1 hope:3 neutral:1
589	hope:4 neutral:1
590	love:1 anxiety:2 hope:2
591	angry:2 anxiety:1 hate:3
592	anxiety:1 hope:1 hate:3
593	sorrow:1 anxiety:2 hope:1 fear:1 hate:2
594	pleasure:3 shame:1 hate:1
595	pleasure:2 anxiety:1 hate:1
596	sorrow:1 angry:3 hate:1
597	angry:1 neutral:1 hate:2
598	angry:1 neutral:1 hate:2
599	pleasure:2 neutral:1 fear:1
600	pleasure:3 sorrow:1 angry:1
601	sorrow:1 anxiety:1 hope:1 hate:2
602	pleasure:1 hope:4
603	surprise:1 anxiety:1 hope:1 hate:2
604	angry:2 anxiety:1 hope:1 hate:2
605	pleasure:1 sorrow:2 hate:2
606	love:1 anxiety:1 hope:1 hate:2
607	pleasure:2 hope:2 neutral:1
608	angry:2 hope:1 hate:2
609	sorrow:1 hope:1 fear:1 hate:2
610	pleasure:1 neutral:1 fear:1 hate:2
611	love:1 pleasure:2 hope:1 hate:1
612	surprise:1 pleasure:2 hope:1
613	anxiety:1 hope:5
614	sorrow:1 hope:1 hate:3
615	love:1 pleasure:3 hope:1
616	pleasure:1 angry:3 regret:1
617	pleasure:5
618	pleasure:1 sorrow:1 regret:1 hate:2
619	angry:1 hate:4
620	surprise:2 pleasure:2 hope:1
621	anxiety:1 hope:3 shame:1
622	surprise:2 anxiety:2 angry:2 fear:3
623	hope:5
624	surprise:1 sorrow:1 anxiety:1 hope:1 hate:2
625	anxiety:1 shame:1 hate:3
626	pleasure:2 neutral:1 hate:2
627	surprise:1 pleasure:2 hope:1 neutral:1
628	pleasure:4 hate:1
629	pleasure:4 hope:1
630	pleasure:3 angry:1 anxiety:1
631	pleasure:3 hope:3
632	pleasure:1 hope:2 neutral:1
633	pleasure:3 hope:2 fear:1
634	pleasure:5 hope:1
635	pleasure:1 hope:3
636	hope:1 fear:1 hate:3
637	pleasure:2 hope:1 hate:1
638	anxiety:1 angry:2 hope:1 neutral:1 hate:1
639	pleasure:1 sorrow:1 hate:3
640	surprise:2 pleasure:2 sorrow:1 angry:1
641	angry:2 neutral:1 hate:1
642	pleasure:1 angry:2 hope:1 shame:1
643	pleasure:1 hope:3 neutral:1
644	angry:1 hope:4
645	pleasure:1 anxiety:1 hate:3
646	surprise:1 angry:4
647	pleasure:1 hope:4
648	pleasure:2 hope:3
649	angry:3 fear:1
650	hope:2 neutral:1 fear:1
651	angry:1 hope:4
652	sorrow:3 angry:1 anxiety:1 regret:1 shame:2
653	surprise:1 hope:1 neutral:1 hate:2
654	surprise:1 pleasure:5 hope:2
655	anxiety:1 angry:2 hope:1 fear:1
656	sorrow:1 hope:1 neutral:1 hate:2
657	neutral:2 hate:2
658	angry:1 hate:4
659	pleasure:1 hope:5
660	pleasure:3 hope:1 neutral:1
661	surprise:1 pleasure:4
662	surprise:1 sorrow:1 anxiety:1 fear:1 hate:2
663	pleasure:1 sorrow:1 hate:2
664	surprise:1 angry:3 hope:1
665	pleasure:4 hope:1
666	pleasure:1 anxiety:1 hope:1 hate:2
667	hope:2 neutral:1 hate:1
668	pleasure:1 anxiety:1 neutral:1 hate:2
669	pleasure:2 hope:2 neutral:1
670	pleasure:1 angry:1 hope:3
671	angry:5
672	pleasure:4 hope:2
673	pleasure:4 neutral:1
674	pleasure:1 hope:2 neutral:2
675	surprise:1 anxiety:1 hope:1 hate:2
676	love:1 pleasure:3
677	pleasure:4 hope:1
678	pleasure:2 neutral:1 hate:1
679	pleasure:4
680	love:3 hope:2
681	pleasure:1 angry:2 neutral:1
682	surprise:1 neutral:1 hate:2
683	surprise:1 pleasure:4
684	angry:4 hate:1
685	angry:1 anxiety:1 hope:3
686	pleasure:1 hope:2 neutral:1
687	sorrow:1 angry:1 hate:3
688	pleasure:4
689	pleasure:1 surprise:2 hope:1 hate:2
690	surprise:1 angry:1 fear:1 hate:2
691	surprise:2 pleasure:2 hope:1
692	love:2 pleasure:3
693	hope:2 fear:1 hate:2
694	pleasure:4 neutral:1
695	surprise:1 pleasure:5
696	love:1 pleasure:3 hate:1
697	pleasure:1 angry:2 fear:1 hate:1
698	anxiety:1 hope:2 neutral:1
699	pleasure:5
700	anxiety:2 hate:2
701	angry:4 hate:1
702	angry:3 hate:2
703	love:1 hope:2 fear:1
704	love:1 pleasure:1 hope:2 hate:1
705	pleasure:1 angry:3 hate:2
706	pleasure:2 sorrow:1 hope:4
707	pleasure:4 hope:1
708	sorrow:1 hope:1 fear:1 hate:2
709	pleasure:5
710	sorrow:1 angry:1 regret:1 shame:1 hate:2
711	angry:4 hate:1
712	sorrow:1 anxiety:2 hope:1 hate:2
713	neutral:1 hate:3
714	angry:2 hope:1 neutral:1 hate:1
715	pleasure:3 hope:2
716	pleasure:3 hope:1 shame:1
717	surprise:1 angry:2 hope:1 hate:1
718	pleasure:5
719	angry:4 shame:1
720	love:2 pleasure:2 shame:1
721	hope:5
722	hope:2 neutral:1 hate:1
723	angry:1 hate:4
724	anxiety:1 hope:2 neutral:2
725	angry:1 hope:2 hate:2
726	pleasure:4 hope:1
727	pleasure:3 hate:1
728	love:1 hope:3 hate:1
729	pleasure:1 hope:3 neutral:1
730	angry:1 hate:4
731	angry:1 hope:1 hate:3
732	anxiety:1 fear:1 hate:3
733	love:1 pleasure:3 anxiety:1
734	surprise:1 fear:1 hate:2
735	sorrow:2 angry:3
736	angry:1 anxiety:1 hate:3
737	hope:4 neutral:1
738	hope:1 regret:1 shame:1 hate:2
739	anxiety:1 angry:2 neutral:1
740	love:1 neutral:2 hate:2
741	regret:1 hate:4
742	love:1 anxiety:1 fear:1 hate:3
743	sorrow:2 shame:1 hate:2
744	angry:1 anxiety:1 hate:4
745	angry:1 hope:3 neutral:1
746	shame:1 hate:3
747	pleasure:1 angry:2 neutral:1 hate:1
748	pleasure:1 hope:3 fear:1
749	pleasure:2 anxiety:1 regret:1 fear:1 hate:2
750	sorrow:2 hope:1 hate:2
751	pleasure:1 hope:5
752	pleasure:2 sorrow:1 hope:1 hate:1
753	surprise:1 pleasure:2 fear:2
754	pleasure:1 angry:1 hope:2
755	pleasure:1 hope:4
756	sorrow:1 angry:1 hate:3
757	angry:1 fear:2 hate:3
758	pleasure:1 angry:4 hate:1
759	hope:4
760	hope:2 neutral:1 fear:1
761	surprise:1 angry:1 anxiety:1 hate:2
762	surprise:1 pleasure:4 hope:1
763	pleasure:4
764	angry:1 hope:1 shame:1 hate:2
765	pleasure:2 neutral:1 hate:1
766	pleasure:3 hope:3
767	hope:3 neutral:2
768	pleasure:5
769	love:2 pleasure:3
770	hope:5
771	hate:4
772	pleasure:2 hope:2
773	surprise:1 pleasure:4
